crm,Y0901,Y0902,Y0903,Y0904,Y0905,Y0906,Y0907,Y0908,Y0909,Y0910,Y0911,Y0912,Y1001,Y1002,Y1003,Y1004,Y1005,Y1006,Y1007,Y1008,Y1009,Y1010,Y1011,Y1012,Y1101,Y1102,Y1103,Y1104,Y1105,Y1106,Y1107,Y1108,Y1109,Y1110,Y1111,Y1112,Y1201,Y1202,Y1203,Y1204,Y1205,Y1206,Y1207,Y1208,Y1209,Y1210,Y1211,Y1212,Y1301,Y1302,Y1303,Y1304,Y1305,Y1306,Y1307,Y1308,Y1309,Y1310,Y1311,Y1312,Y1401,Y1402,Y1403,Y1404,Y1405,Y1406,Y1407,Y1408,Y1409,Y1410,Y1411,Y1412,Y1501,Y1502,Y1503,Y1504,Y1505,Y1506,Y1507,Y1508,Y1509,Y1510,Y1511,Y1512,Y1601,Y1602,Y1603,Y1604,Y1605,Y1606,Y1607,Y1608,Y1609,Y1610,Y1611,Y1612,Y1701,Y1702,Y1703,Y1704,Y1705,Y1706,Y1707,Y1708,Y1709,Y1710,Y1711,Y1712,Y1801,Y1802,Y1803,Y1804,Y1805,Y1806,Y1807
1044,799,2397,1665,-183,14420,5396,299,2812,2598,2799,3930,-3098,4013,1675,3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,8654,21918,40413,25140,24515,16478,30692,19863,17677,25544,12335,26642,21739,11814,25596,24489,28935,6977,13168,27079,21908,17316,25278,20107,13988,24978,36796,19937,26869,19026,25667,37945,10877,29934,14956,26767,12985,5592,12108,15582,29707,24507,24743,45487,35998,15218,26447,38322,37677,6083,60208,46551,37267,21011,25112,43623,20311,29592,14837,14713,15980,8870,17155,18392,31742,19508,5211,6960,4744,9241,740,-2069,12577,4931,2260,1047,15770,19411,313,9050,12366,-3110,2104,6984,3735,-1332,25231,16735,16175,27618,7587,20823,22970,9084,15179,15728,9708,6787,8492,6786,700,14180,3295,5691,7087,8888,3396,8491,195,13581,5191,-299,-999,,
1046,2896,-2398,5743,1943,4284,2392,1996,1598,5204,-115,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,-1302,-4348,4941,2696,3162,7407,-485,4711,6491,3098,6489,4894,5144,4840,1848,3692,9288,-648,11797,4669,10196,-3294,7804,2892,4592,7058,13925,1132,35,12468,11039,2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,12701,2796,19704,12634,7722,24640,8675,11588,22025,26002,4991,12120,10573,13436,15764,14385,17548,20336,12088,13753,7125,24232,26647,22058,31422,13891,23690,13462,28378,19872,20948,13892,23654,20153,30943,11897,13715,18385,37602,14648,23134,23889,25765,31014,18359,41403,21053,26106,38011,50413,23963,41152,32102,25893,37541,37421,30613,13065,31984,12409,36094,18258,27522,31698,27735,35850,11344,48746,28545,48264,18089,20325,17480,53160,36464,48417,37872,23037,12880,31230,34967,39986,28335,32098,33216,31876,46827,32476,48688,19081,23177,67979,33914,48192,16882,12387,44851,31719,32405,27267,27172,49648,26916,59750,21269,57288,15781,33014,32622,32015,63887,24459,39204,48794,47450
1050,11685,9788,8589,5743,10106,11229,5976,21312,4345,4855,7539,11436,13183,4843,5626,83,2698,20510,-8194,8730,12840,3447,13624,3890,4532,3350,8004,6601,6681,6142,14975,9330,1836,-508,3631,3314,3869,671,1117,736,1941,11779,7104,3127,1436,4645,7652,1436,1417,10799,7485,7420,2781,11610,6595,7972,13872,15321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,9589,10740,16537,23243,5094,22027,12190,17868,14584,14185,16282,14003,5694,6381,18765,6593,11563,1198,11834,10992,11352,18425,6769,4962,3549,11041,4092,3453,13219,16814,18130,7327,11598,10108,7509,9149,13656,14117,13291,6350,5611,12286,13284,7971,18169,10957,14449,32460,-4192,6404,22315,18587,11451,19987,18101,568,3991,12033,12853,2036,19182,10500,16060,21247,11288,11493,13193,15567,12658,4208,13563,12796,214,-5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,6238,16442,21140,3580,22957,26263,10592,6109,26510,34430,15022,15708,20888,22119,12023,19180,23813,19229,19723,40214,25544,20661,31127,23951,31391,15946,31424,8390,19055,36248,20363,29794,29011,36072,20469,36213,36749,30747,31982,14829,52645,19829,31069,45989,26790,23472,40617,11597,32015,43481,24950,9116,22003,34382,29493,18715,24371,30826,18337,35539,33968,13436,30497,19187,19381,10052,15685,16712,29888,17242,13037,19162,29242,38390,35247,18995,12604,11133,7557,28326,16881,46994,25233,18946,27896,20327,31684,22642,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,16134,16280,22618,54547,21509,11436,26530,15980,15296,8946,31214,29230,10320,8005,20593,15280,13539,21521,19127,6787,17991,10784,15446,12899,13090,14845,22184,5342,13847,13031,13407,15948,24599,12036,32039,11853,7475,19724,21318,18210,11377,24750,23354,14116,22738,10191,20166,5652,15898,10037,17746,12755,16142,26202,4665,18524,6086,22036,14227,16304,31388,9880,28994,28437,22332,26687,35421,26623,40997,21692,17349,26298,25349,9838,33522,10326,16376,22818,27044,36722,22070,25303,33205,30788,20226,18331,33309,23269,21058,41956,31366,23073,17081,29014,20477,21674,27461,19281,41404,21875,28365,40264,20580,32977,36257,23872,53851,32063,23127,20677,32409,25368,32836,36308,40152
1054,3911,19772,23405,28183,36864,27194,55347,41039,57596,28026,14314,75248,18307,30952,44404,43279,36932,42845,26946,49095,28424,51607,16375,20857,5675,33952,28816,30618,21477,30883,22636,33831,21789,21533,46145,21063,28241,15439,5961,3311,2628,3493,-2289,5879,3174,893,-550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,5435,6938,10559,17017,11712,17669,15259,11662,13952,17071,12033,19501,9855,7053,15774,10958,20536,25117,10422,20954,14926,21585,21214,18710,20714,11685,10951,17749,28171,14369,10776,23639,19154,13345,30899,5927,14699,23671,16231,23216,21762,27312,21365,18276,19245,17263,26944,13124,9687,19514,9991,12150,19769,11249,29055,7595,23478,8042,12755,9847,25643,10048,27728,27482,21950,14142,5513,13192,24857,28514,7499,16490,17028,2961,25162,11403,18041,27858,9842,18728,11850,11260,13706,-290,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,4937,13435,198,2945,14872,5166,10020,7982,5926,2542,10707,-6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,5612,11397,1530,4096,12266,4047,19611,18233,9261,15566,20526,35350,22178,22004,31297,35267,30891,31121,20259,28275,9552,24910,20623,3110,13288,22135,29350,24306,36378,10552,30720,21484,21685,28515,22241,13675,33647,17348,21400,28712,24292,33846,9450,7746,25293,20969,282,26822,20183,26752,50269,22821,14574,26600,26934,19179,30919,31974,33773,32841,19217,11529,3384,17496,51749,21554,39243,19587,22300,31304,9301,19721,22998,33068,31146,17396,13859,18971,21512,23200,19078,9484,19718,13846,18332,11043,33715,46463,48316,41828,39451,37081,22649,41351,18424,66025,3195,35058,31769,32110,41108,29177,34960,59524,42846,58589,35664,64760,34523,34456,69123,16931,65700,56638,47201
1058,7996,5593,24685,22584,9509,27677,11841,22586,18586,8093,18809,7310,7233,-498,41672,12499,27534,21137,29640,21572,22805,44075,9023,22139,25782,22611,25529,18614,20481,20811,14233,35799,14870,23440,16956,7792,20711,11272,27205,16037,11394,13038,6610,6998,4598,-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,20503,18316,24068,19092,26804,20592,7038,29635,30302,31648,16694,30021,27824,11398,18299,8936,10860,36150,13285,34163,15560,26770,34491,11822,21391,9998,23199,12278,18833,14408,14824,12772,17661,19618,13906,12067,12064,9420,24577,15880,8976,21347,9540,20590,10429,15354,10570,13338,11248,10910,14464,5137,10141,12406,14947,10874,11435,6476,15878,21778,11685,16687,12222,7712,13342,8951,8576,13588,15514,12203,7205,8468,11044,17050,19434,10367,3790,17847,14506,7322,11161,12237,6408,13247,9564,11041,7689,7758,8138,23866,13629,19770,15179,12478,8486,15879,13879,12184,7089,,,,,,,,,,,,,,,,
1060,5894,6768,11141,11316,8422,24801,11728,13280,16127,6690,7191,5308,13214,11321,8536,4509,23899,10790,14260,8113,8107,10241,17202,7073,15555,5943,43191,8021,2250,10459,13261,19489,5450,9723,22109,24543,3660,4443,11658,9577,7328,23192,5559,11205,16736,13088,9243,24023,5467,22848,6113,18516,7687,21690,12792,13901,22354,11042,7596,7283,4253,5999,13123,17857,25141,12042,10092,19158,10569,19996,14158,13741,13777,27969,5471,19657,16981,24220,25551,11027,7610,28182,34889,23941,15181,15546,26697,22470,19692,44011,17896,13581,22973,18880,31268,15986,16729,27768,34259,33161,21472,9888,21874,31865,19276,22275,31067,29468,19875,6591,37161,42754,25869,36857,17981
1061,3296,8699,3812,20248,13504,1661,1894,6393,67,3890,15943,16691,8468,3695,15301,10401,8584,8236,10985,12050,6806,8160,20297,11655,4116,11622,13656,16058,12368,9056,18150,4359,15289,3630,18065,335,14234,27032,3586,18277,17595,11267,4556,16249,10902,7823,15148,22340,18229,18462,5732,10376,14034,9270,11190,13889,9781,8611,10929,18289,857,10218,5109,11773,12247,3972,12022,12984,12890,7047,-2067,2015,11958,1961,16578,340,7126,8742,-2790,2211,-6547,,,,,,2997,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,,2447,249,,,793,249,,,3442,-32,2792,3064,1898,1196,3098,598,3613,1432,8488,2765,7192,-1498,5394,6608,5992,50,7603,2196,2133,3614,2252,1996,1551,1816,1817,1428,2316,5058,1735,,1516,-698,2835,4091,236,70,5955,1236,2909,,2215,3091,,4192,6801,2435,1941,3152,919,2610,2367,4712,3729,1737,2177,4852,2676,2361,3474,2915,973,,7953,-3097,-220,,4986,,1018,1812,1038,2018,2990,-1483,46,,,,,4396,,4794,2796,4095,,,5394,,2598,-1299,8491,2295,1398,1197,1299,600,,2598,2598,3396,1337,2598,
1063,4738,8289,16706,12072,22016,23177,10929,13847,47387,12111,22574,15978,22669,18147,10935,13083,13995,21446,22309,37137,11478,-563,27688,14699,11027,14472,24601,6772,7493,22661,8095,15986,21908,15937,23114,12262,22168,21838,32017,13977,22797,47408,17050,29999,23186,37655,16885,18709,19188,30259,21448,26808,27613,21473,22922,35060,4169,41121,12056,25972,-1876,10964,31173,13288,5576,33502,30230,18236,28883,23603,29767,15913,29423,22166,61398,48915,31095,22502,54061,47976,11656,48807,32868,23764,23348,49578,20636,44667,46782,41549,24021,21423,33863,34355,37849,18229,28712,45652,15325,44495,14374,31866,27067,30611,21578,19571,18474,32660,39750,33758,12782,25867,34756,33762,39652
1064,2496,1745,5154,1813,2797,4292,17711,14031,10194,5556,6843,12103,6757,9790,4442,12715,8539,6011,16966,13951,8309,12258,8520,1566,2062,9244,8960,9828,4545,12485,14642,2605,8549,10758,3478,11484,9613,6255,15298,13539,8303,18468,6082,4615,11552,16093,17559,6602,7378,17841,19072,15328,3549,27546,13358,6894,4668,11529,14627,21407,13090,19375,19487,-889,3558,8590,11062,13142,-3261,17887,11323,8884,15496,3974,12676,21086,8059,7244,11131,24624,12267,36751,506,-824,1312,8063,13011,589,5502,22425,14182,17978,-4198,15283,5093,10091,3996,3895,12081,-1601,2198,4993,-1999,7290,9589,7890,5595,2196,598,1895,6994,9088,7091,3594,5191
1065,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,2797,66,2098,,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,10989,7704,13090,8114,8495,5145,11151,6912,19838,24298,27704,11987,23941,13984,24632,31801,51995,41064,13238,20999,20980,29941,40097,24703,50695,13889,67946,33011,50760,24158,28857,56681,23149,36254,35182,33766,24923,19713,44440,36113,45071,54111,52875,26501,23652,33633,31374,12070,8729,12941,43478,36069,44341,41161,42580,25021,28000,42304,23730,26516,44037,37428,45196,70229,30444,36321,45059,25900,35525,68424,17486,29092,33045,27543,57914,16826,52126,36758,4204,31778,40425,38846,30444,53995,2743,12762,26368,29747,26020,34721,22681,42260,31120,26475,15285,21379,21682,31872,6789,41767,25917,22130,6693,14038,8989,10590,7791,5194,11987,-4295,3996,11789,1395,7992,14985
1068,4370,6632,5931,9122,5344,9734,-2198,-238,-877,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,11409,17844,28229,28346,23033,25191,24366,39576,18116,46736,41395,46236,34628,34322,46886,52872,33984,29038,21488,33944,20856,32282,17033,31728,27848,55232,31274,40860,34081,27613,23200,21312,12533,20200,27187,22810,26816,29361,50693,33262,33727,13817,13036,27343,19405,35508,36356,21978,21382,24509,23813,29488,24843,18826,22082,31545,25983,31447,32926,39479,21597,30453,39478,18903,21662,32031,30231,22865,16667,34598,11457,47511,33298,38445,27664,19899,28212,12764,27363,23625,16745,26004,9192,16821,12264,18803,29068,15829,19462,21532,11888,1649,27672,24026,31918,30871,24046,31270,12079,29768,19478,19451,8513,17635,16684,24676,23276,26925,21181,30669,22231,-1500,25575,24623,15285
1070,9285,7438,16728,5665,13496,8835,7738,8632,5256,12180,4690,3251,20621,5040,8890,5788,5994,9356,6736,1218,12465,9929,7552,13330,8972,12468,10881,8913,13623,7266,13787,13214,7877,25290,13857,13786,17917,12254,9504,5026,11151,7430,8550,15288,86,3804,15795,10584,16506,14447,7308,25160,11753,7680,-5769,8419,19865,13482,11752,11988,18796,5001,16818,-1808,414,7235,5578,4834,11311,7312,14030,8267,14019,10092,9901,9309,4811,10395,4233,12025,1737,,-1518,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,8981,20696,11033,7857,14433,8688,16951,20872,6005,12727,9123,19958,4028,11455,3913,12888,24568,21128,11368,20340,6926,27472,26952,11671,2985,11319,36482,26516,22713,23068,22083,33680,39043,18375,22362,37969,4224,28956,17158,14235,26226,33647,31719,39008,19867,16861,13677,812,12195,9107,19472,18444,14394,15133,13848,10998,25096,31094,20720,17643,20027,9281,31435,39279,18567,13470,26832,24490,40460,27776,25804,6078,12425,15579,21808,53206,32605,19023,37573,41857,22011,14731,18821,23805,21551,10128,39891,16951,28741,74326,48451,45755,64388,46755,17876,50953,48695,36925,32167,48300,47954,40358,31568,31919,48301,42710,22874,62935,6691,23874,32321,25877,38164,33916,14182
1072,980,500,19089,-2341,12432,-899,8280,-7366,-899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,26118,18156,35092,30846,31727,18650,40607,16797,8366,27577,27889,33785,24936,20780,28935,45000,24021,54407,22918,45288,23830,55377,27985,46393,22147,27421,46571,44274,33147,44570,33561,60071,32168,38171,38000,20023,48947,34294,50754,25502,62272,41871,49160,53643,46038,27550,29180,29791,65940,40419,20496,34562,38764,31000,38087,10841,37914,51317,51729,54525,44321,37561,44793,57847,69811,57389,52066,43232,40397,44861,51449,63671,23749,33380,59233,90771,38489,42719,43317,39932,37198,46478,48921,24019,44599,6442,55434,24528,36290,61433,36964,55592,10089,33908,42001,56143,56890,27517,18283,51095,35065,38860,27768,46446,50651,36822,53745,41158,33468,31525,42703,41556,38665,39063,44050
1074,6690,3445,18328,13665,14060,22466,7606,9203,13714,16190,8024,22106,10398,9997,17721,16327,10219,14996,16845,15561,15825,26710,11659,19599,12815,11517,10103,11817,12140,16072,18702,24433,8121,14106,7724,16731,7933,16337,19374,7406,8085,12754,20181,13397,16188,9521,13373,15501,16082,19787,16402,17343,24444,6268,15669,19717,14705,15322,12280,11604,15876,22408,12216,14745,9520,13004,14281,9684,6410,10244,5034,8818,8757,9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,13783,1349,3448,11093,13502,19299,6694,21328,2481,10390,14772,13273,3029,21762,11707,11055,10475,17626,12589,20832,6259,20219,10989,12086,23461,12145,8473,24050,11234,14787,8876,18429,17178,11664,4592,18716,15714,16439,11639,17802,13649,23756,5407,10376,11644,12836,19531,5484,5675,6113,27527,24655,2286,5466,20449,14567,19263,15302,28487,10128,12201,7656,14331,17907,26039,12477,36616,25306,17578,36221,9236,7961,19515,9815,18962,22792,19622,21387,17623,17200,20779,22724,18848,14075,20654,10996,16312,21380,24682,16481,6994,30195,12625,12875,475,13611,4693,10590,33867,396,5396,8087,5794,4396,7217,12487,14386,10937,13885,8042,23381,11112,10262,7392,9791
1076,1696,10797,19708,4643,12586,-4449,1252,4594,11434,5992,16981,9292,19226,2996,11934,10589,,8175,5978,14712,5594,7830,13632,17144,12994,5844,8034,7992,17131,16039,11588,3149,3697,30617,7590,13004,22425,2764,10041,14163,21627,13126,7832,14586,9518,9837,7210,8727,5553,15722,5534,21970,5054,3515,3744,9044,15969,6522,2001,1098,-1348,2864,2696,8405,8241,7638,12617,4642,8728,7952,16101,11261,6420,2556,4424,6779,1640,6792,12906,12156,6532,10962,6613,4008,16149,2662,9784,14951,7902,6593,1997,14886,7992,34117,5942,6493,9147,4312,17239,5891,9286,12689,11485,8821,2097,9790,9990,11390,8291,2297,8392,9940,9891,9390,7691
1077,19785,4147,30422,13846,16668,17618,24935,19244,32339,22490,17893,25021,9907,19481,17360,13739,10753,20551,55835,37744,45367,3428,24442,35979,17977,7890,17336,30734,44520,34819,8988,63687,21407,41176,-6537,11043,28502,34203,14967,14446,18720,57349,13356,9883,32908,52807,33656,12559,33277,5054,4902,31672,46992,28234,25859,14841,4808,-9414,,530,-1518,-368,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,14129,21938,19897,17897,17080,17465,28306,8033,3279,16448,12452,13010,5241,10718,25090,10417,17235,22006,20799,22522,17333,13753,23367,9237,21784,28299,4872,10198,8505,17534,23874,17599,14259,7880,24334,19885,18367,11563,23369,25525,23862,29728,14613,14343,11818,7048,3639,24660,15377,21898,19173,11855,25485,22374,3356,19508,7175,9281,23411,7508,20330,17368,13365,17938,29979,28436,20966,11775,9223,14523,24288,1494,16342,28097,21743,12332,13843,20307,10159,18198,18289,18877,18328,12552,17697,5857,23971,6369,6586,20267,19473,25568,16878,13379,24469,25760,10879,15084,20923,7688,10782,17776,17279,18974,5689,11281,18071,8990,14782,17075,20121,22673,30869,17083,24869
1080,2496,,,63457,49635,51878,61633,92366,37054,-3186,77567,41477,39638,18027,44859,100653,82787,36651,74995,86744,64759,26694,111568,31461,53276,33018,42015,21348,110958,34631,41580,44564,72743,39458,93355,128172,1131,-12342,29773,29588,48843,5957,13791,36684,19536,19954,35072,17232,10866,45767,16579,38644,19646,21417,26957,25987,13595,33141,16760,18587,25755,12700,15843,28071,21233,9495,23987,20157,25362,33049,18078,37842,19463,23192,27868,21984,12758,24267,39730,25296,32741,12367,33001,30344,26402,10918,25924,51175,33070,42623,15639,18436,15533,34604,30767,36857,19676,16547,38527,24572,40319,40755,20525,34549,23514,24368,34568,47945,5886,28658,33335,49245,34715,33361,32952
1082,,,,4261,2172,-550,-465,,,1730,,5189,,,,8306,748,4945,7892,5694,4245,2597,8737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,,,6873,12970,17184,29033,35748,9027,15043,1535,21733,12420,19897,11702,15866,27977,42446,24151,4642,11490,7886,20488,11960,19849,14613,22759,32270,37367,16205,14121,29156,3747,20032,19827,18447,25461,18403,19024,43242,40484,17185,18914,42535,17566,17061,30892,21200,30496,19125,21150,30646,49867,11025,14390,13063,10735,2555,-1098,-598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,,,22891,22513,26653,19487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,45439,18708,37101,15431,35623,35222,26781,19968,44859,32830,33878,33613,47862,75022,54810,131264,121009,125420,57838,90783,74808,83743,146583,92839,62599,102129,67927,50560,37378,57201,47492,70833,83713,84267,46245,48325,71106,68296,50132,82928,72112,96620,42160,70163,44913,50014,44751,70077,80431,68027,95527,101903,100794,122754,126015,114882,112062,105164,97740,97598,131891,104758,79587,95992,76188,94534,61970,70843,97165,95813,105380,77923,112852,62546,97467,153817,68979,95089,128219,57424,94143,94360,71245,94541,96642,120245,92953,70234,105518,94065,132357,102566,127454,116570,96018,201471,89554,123313,125764,102944,126265,9167,-15584,-10388,-1474,-299,,-1698,,,,,,,
1087,-2047,5594,2447,4296,7639,3992,3394,5095,9339,8690,1598,217,-1898,8905,5641,2114,1315,8922,62,632,6709,17,6458,2130,816,2551,1432,6480,7272,42,3648,2848,735,2351,2808,6521,1416,,1837,2034,1036,1817,,2086,,,-760,,,1417,3634,1817,4533,-1398,,,2809,,,20,1818,,,1718,6446,1818,,,,1818,,5054,1718,,818,,1718,,,,,,,,,,,,,,699,7794,,-1899,9390,1798,2598,2697,1398,1398,1398,1398,6594,1398,1398,1398,7794,5196,897,,10990,798,4895,899,
1088,2698,4844,25440,2654,20297,15951,1316,26792,5880,9804,24642,6276,5343,21978,27024,18384,4379,3956,5443,7011,16670,43991,-5691,9410,5320,-5594,13791,7211,25249,-3280,1564,1098,2596,16720,9772,7148,4234,2876,29079,25728,28287,4155,6169,6356,8187,33731,10396,18235,-3684,33225,6204,17846,-423,1977,4457,948,9708,13988,617,2552,-816,2318,1469,2598,4086,11718,3276,6932,10010,1862,4728,1878,5776,2182,16442,5494,1080,18250,4438,7570,3152,15884,,,5017,1518,8452,20602,6730,2598,13477,4045,9989,5593,899,23475,,16616,1897,1798,10990,7992,18279,17181,6194,11488,29774,16186,,15984,13188,4026,29970,19582,10392
1089,29986,31969,19341,17950,26707,22933,23291,16938,25149,18022,-412,18971,23243,13717,5676,25441,1548,14824,15574,28413,42724,8064,45262,35786,21427,12102,26199,15231,19471,43720,20322,10540,20243,19485,27647,23992,-5319,48641,47160,23988,3285,12151,9166,6637,21868,4626,8327,3219,2749,1753,2536,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,11755,17786,19783,10706,-14990,18086,2050,25360,6595,8892,3945,22698,13020,14486,5211,5613,5095,10009,2599,18467,13273,-2897,6943,4229,11314,-83,24479,8238,13800,5081,3598,9692,3596,6145,11791,7705,12423,17092,21734,13702,8506,14721,7658,9191,6670,9025,7791,499,3941,12237,5424,10255,16752,649,3294,3593,12666,1005,14316,-4540,5402,7440,7654,2407,8828,7451,8173,218,2676,2784,7390,3961,4404,2416,9152,2591,2735,4276,409,3814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,18767,17981,4926,29903,30015,23346,17740,34275,22088,3675,38534,20742,15574,17179,20514,24911,23860,41322,41101,41051,18859,22741,32239,26083,38027,2845,963,17850,21530,12084,4908,12396,6509,4647,12763,7714,8437,17862,10200,12868,3494,14304,217,14395,10447,1374,5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,8809,16799,28347,25184,20365,14314,16213,29955,27538,30950,23280,17964,33399,28319,34167,43332,42057,18547,13401,21912,21903,23201,11947,20309,21729,17898,34904,17837,44411,31007,24166,18032,19866,9029,56222,30833,30334,23067,34717,47804,39013,22736,2377,16499,15157,23877,11555,5991,29850,29327,33246,8751,16162,6063,8403,11588,14122,16808,16966,8857,11129,32025,3502,36185,23472,27663,20610,10546,20340,18072,23367,8107,9540,11094,21710,-2632,15001,9090,12909,8554,1721,-1272,-1158,-1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,13787,7891,11642,8991,15184,5203,12049,12872,10140,2945,11666,23821,16004,10553,31320,20982,9856,14038,14217,31980,10433,9621,9707,23182,30098,34827,-2755,19551,18940,9181,16393,16065,13394,19557,9211,38579,20163,32247,-9089,11404,39228,30209,25307,19599,11852,14422,9456,17594,18198,23299,20760,24408,18441,17921,-6234,11710,6733,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,15649,21488,39293,17448,13836,23572,37357,24399,16436,12983,19175,16331,24368,16183,33111,28470,33468,27593,17586,27508,33819,15780,14031,-7143,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,6594,24429,6633,3256,9907,25371,8141,24879,917,15037,12144,6790,11196,17522,14439,6846,10941,6032,10144,19216,17677,-5681,22559,5876,20193,20323,3287,14690,21825,25653,11332,12188,9591,23031,16003,-5567,8906,24652,8557,25059,13428,13962,15496,7919,21536,9140,15267,21010,5752,10224,24456,19809,13102,7875,10511,4320,14804,18969,22506,8583,11992,7941,12903,10109,15137,6694,15811,20637,-16,10286,11282,11797,17509,8867,27620,21404,6097,7121,17552,3220,19990,29907,3819,2504,27643,19431,10104,7054,2057,16981,5794,17185,29223,30568,20383,25473,7788,17883,27071,20778,15784,19776,16480,29368,4294,6893,17780,8992,21376,9989,15791,11088,7693,23874,18279
1096,14996,5541,18295,12632,12638,18775,11449,16325,10433,12197,9935,24694,9267,19071,17282,12001,15666,24692,11390,12609,11919,19224,6849,6747,15752,17991,6257,10591,6723,10341,19720,15391,13102,9860,12089,9207,10660,15159,12940,6688,26069,21475,6616,26263,18757,28620,9781,6139,12426,6362,42180,21179,32185,29211,25101,12469,14518,18318,19226,11747,1823,-2297,,-759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
